boris,12
Pavel,18
test,0
dim,0
dd,5
qwer,3
asadsa,1
dima,3
ddd,0
sss,3
dimas,2
Dima,2
Dim,6
dddd,2
dww,0
dsdad,1
csa,0
ddd,0
SSS,0
